,feature_types,genome,feature_is_filtered,feature_name,feature_reference,feature_biotype,feature_length,feature_type,ensemble_id
ACSL4,Gene Expression,GRCh38,False,ACSL4_ENSG00000068366,NCBITaxon:9606,gene,4791,protein_coding,ENSG00000068366
ACSL5,Gene Expression,GRCh38,False,ACSL5_ENSG00000197142,NCBITaxon:9606,gene,3220,protein_coding,ENSG00000197142
ACSL6,Gene Expression,GRCh38,False,ACSL6_ENSG00000164398,NCBITaxon:9606,gene,2502,protein_coding,ENSG00000164398
ACSL6-AS1,Gene Expression,GRCh38,False,ACSL6-AS1,NCBITaxon:9606,gene,923,lncRNA,ENSG00000223548
ACSM1,Gene Expression,GRCh38,False,ACSM1_ENSG00000166743,NCBITaxon:9606,gene,1703,protein_coding,ENSG00000166743
ACSM2A,Gene Expression,GRCh38,False,ACSM2A_ENSG00000183747,NCBITaxon:9606,gene,1681,protein_coding,ENSG00000183747
ACSM2B,Gene Expression,GRCh38,False,ACSM2B_ENSG00000066813,NCBITaxon:9606,gene,1214,protein_coding,ENSG00000066813
ACSM3,Gene Expression,GRCh38,False,ACSM3_ENSG00000005187,NCBITaxon:9606,gene,756,protein_coding,ENSG00000005187
ACSM4,Gene Expression,GRCh38,False,ACSM4_ENSG00000215009,NCBITaxon:9606,gene,1529,protein_coding,ENSG00000215009
ACSM5,Gene Expression,GRCh38,False,ACSM5_ENSG00000183549,NCBITaxon:9606,gene,771,protein_coding,ENSG00000183549
ACSM6,Gene Expression,GRCh38,False,ACSM6_ENSG00000173124,NCBITaxon:9606,gene,1675,protein_coding,ENSG00000173124
ACSS1,Gene Expression,GRCh38,False,ACSS1_ENSG00000154930,NCBITaxon:9606,gene,3509,protein_coding,ENSG00000154930
ACSS2,Gene Expression,GRCh38,False,ACSS2_ENSG00000131069,NCBITaxon:9606,gene,613,protein_coding,ENSG00000131069
ACSS3,Gene Expression,GRCh38,False,ACSS3_ENSG00000111058,NCBITaxon:9606,gene,2035,protein_coding,ENSG00000111058
ACTA1,Gene Expression,GRCh38,False,ACTA1_ENSG00000143632,NCBITaxon:9606,gene,1491,protein_coding,ENSG00000143632
ACTA2,Gene Expression,GRCh38,False,ACTA2_ENSG00000107796,NCBITaxon:9606,gene,1655,protein_coding,ENSG00000107796
ACTA2-AS1,Gene Expression,GRCh38,False,ACTA2-AS1,NCBITaxon:9606,gene,810,lncRNA,ENSG00000180139
ACTB,Gene Expression,GRCh38,False,ACTB_ENSG00000075624,NCBITaxon:9606,gene,1300,protein_coding,ENSG00000075624
ACTBL2,Gene Expression,GRCh38,False,ACTBL2_ENSG00000169067,NCBITaxon:9606,gene,2794,protein_coding,ENSG00000169067
ACTC1,Gene Expression,GRCh38,False,ACTC1_ENSG00000159251,NCBITaxon:9606,gene,1389,protein_coding,ENSG00000159251
ACTG1,Gene Expression,GRCh38,False,ACTG1_ENSG00000184009,NCBITaxon:9606,gene,1895,protein_coding,ENSG00000184009
ACTG2,Gene Expression,GRCh38,False,ACTG2_ENSG00000163017,NCBITaxon:9606,gene,927,protein_coding,ENSG00000163017
ACTL6A,Gene Expression,GRCh38,False,ACTL6A_ENSG00000136518,NCBITaxon:9606,gene,609,protein_coding,ENSG00000136518
ACTL6B,Gene Expression,GRCh38,False,ACTL6B_ENSG00000077080,NCBITaxon:9606,gene,868,protein_coding,ENSG00000077080
ACTL7A,Gene Expression,GRCh38,False,ACTL7A_ENSG00000187003,NCBITaxon:9606,gene,1491,protein_coding,ENSG00000187003
ACTL7B,Gene Expression,GRCh38,False,ACTL7B_ENSG00000148156,NCBITaxon:9606,gene,1399,protein_coding,ENSG00000148156
ACTL8,Gene Expression,GRCh38,False,ACTL8_ENSG00000117148,NCBITaxon:9606,gene,1755,protein_coding,ENSG00000117148
ACTL9,Gene Expression,GRCh38,False,ACTL9_ENSG00000181786,NCBITaxon:9606,gene,1396,protein_coding,ENSG00000181786
ACTMAP,Gene Expression,GRCh38,False,ACTMAP_ENSG00000188493,NCBITaxon:9606,gene,750,protein_coding,ENSG00000188493
ACTN1,Gene Expression,GRCh38,False,ACTN1_ENSG00000072110,NCBITaxon:9606,gene,3043,protein_coding,ENSG00000072110
ACTN1-DT,Gene Expression,GRCh38,False,ACTN1-DT,NCBITaxon:9606,gene,541,lncRNA,ENSG00000259062
ACTN2,Gene Expression,GRCh38,False,ACTN2_ENSG00000077522,NCBITaxon:9606,gene,3452,protein_coding,ENSG00000077522
ACTN3,Gene Expression,GRCh38,False,ACTN3_ENSG00000248746,NCBITaxon:9606,gene,2882,protein_coding,ENSG00000248746
ACTN4,Gene Expression,GRCh38,False,ACTN4_ENSG00000130402,NCBITaxon:9606,gene,1729,protein_coding,ENSG00000130402
ACTR10,Gene Expression,GRCh38,False,ACTR10_ENSG00000131966,NCBITaxon:9606,gene,656,protein_coding,ENSG00000131966
ACTR1A,Gene Expression,GRCh38,False,ACTR1A_ENSG00000138107,NCBITaxon:9606,gene,1046,protein_coding,ENSG00000138107
ACTR1B,Gene Expression,GRCh38,False,ACTR1B_ENSG00000115073,NCBITaxon:9606,gene,1151,protein_coding,ENSG00000115073
ACTR2,Gene Expression,GRCh38,False,ACTR2_ENSG00000138071,NCBITaxon:9606,gene,1636,protein_coding,ENSG00000138071
ACTR3,Gene Expression,GRCh38,False,ACTR3_ENSG00000115091,NCBITaxon:9606,gene,747,protein_coding,ENSG00000115091
ACTR3-AS1,Gene Expression,GRCh38,False,ACTR3-AS1,NCBITaxon:9606,gene,507,lncRNA,ENSG00000228857
ACTR3B,Gene Expression,GRCh38,False,ACTR3B_ENSG00000133627,NCBITaxon:9606,gene,1692,protein_coding,ENSG00000133627
ACTR3C,Gene Expression,GRCh38,False,ACTR3C,NCBITaxon:9606,gene,917,protein_coding,ENSG00000106526
ACTR5,Gene Expression,GRCh38,False,ACTR5_ENSG00000101442,NCBITaxon:9606,gene,2547,protein_coding,ENSG00000101442
ACTR6,Gene Expression,GRCh38,False,ACTR6_ENSG00000075089,NCBITaxon:9606,gene,780,protein_coding,ENSG00000075089
ACTR8,Gene Expression,GRCh38,False,ACTR8_ENSG00000113812,NCBITaxon:9606,gene,955,protein_coding,ENSG00000113812
ACTRT1,Gene Expression,GRCh38,False,ACTRT1_ENSG00000123165,NCBITaxon:9606,gene,1442,protein_coding,ENSG00000123165
ACTRT2,Gene Expression,GRCh38,False,ACTRT2_ENSG00000169717,NCBITaxon:9606,gene,1437,protein_coding,ENSG00000169717
ACTRT3,Gene Expression,GRCh38,False,ACTRT3_ENSG00000184378,NCBITaxon:9606,gene,1671,protein_coding,ENSG00000184378
ACVR1,Gene Expression,GRCh38,False,ACVR1_ENSG00000115170,NCBITaxon:9606,gene,2895,protein_coding,ENSG00000115170
ACVR1B,Gene Expression,GRCh38,False,ACVR1B_ENSG00000135503,NCBITaxon:9606,gene,1782,protein_coding,ENSG00000135503
ACVR1C,Gene Expression,GRCh38,False,ACVR1C_ENSG00000123612,NCBITaxon:9606,gene,1643,protein_coding,ENSG00000123612
ACVR2A,Gene Expression,GRCh38,False,ACVR2A_ENSG00000121989,NCBITaxon:9606,gene,993,protein_coding,ENSG00000121989
ACVR2B,Gene Expression,GRCh38,False,ACVR2B_ENSG00000114739,NCBITaxon:9606,gene,5370,protein_coding,ENSG00000114739
ACVR2B-AS1,Gene Expression,GRCh38,False,ACVR2B-AS1,NCBITaxon:9606,gene,2517,lncRNA,ENSG00000229589
ACVRL1,Gene Expression,GRCh38,False,ACVRL1_ENSG00000139567,NCBITaxon:9606,gene,1821,protein_coding,ENSG00000139567
ACY1,Gene Expression,GRCh38,False,ACY1_ENSG00000243989,NCBITaxon:9606,gene,1059,protein_coding,ENSG00000243989
ACY3,Gene Expression,GRCh38,False,ACY3_ENSG00000132744,NCBITaxon:9606,gene,1152,protein_coding,ENSG00000132744
ACYP1,Gene Expression,GRCh38,False,ACYP1_ENSG00000119640,NCBITaxon:9606,gene,622,protein_coding,ENSG00000119640
ACYP2,Gene Expression,GRCh38,False,ACYP2_ENSG00000170634,NCBITaxon:9606,gene,1013,protein_coding,ENSG00000170634
ADA,Gene Expression,GRCh38,False,ADA_ENSG00000196839,NCBITaxon:9606,gene,1537,protein_coding,ENSG00000196839
ADA2,Gene Expression,GRCh38,False,ADA2_ENSG00000093072,NCBITaxon:9606,gene,3327,protein_coding,ENSG00000093072
ADAD1,Gene Expression,GRCh38,False,ADAD1_ENSG00000164113,NCBITaxon:9606,gene,977,protein_coding,ENSG00000164113
ADAD2,Gene Expression,GRCh38,False,ADAD2_ENSG00000140955,NCBITaxon:9606,gene,801,protein_coding,ENSG00000140955
ADAL,Gene Expression,GRCh38,False,ADAL_ENSG00000168803,NCBITaxon:9606,gene,2070,protein_coding,ENSG00000168803
ADAM10,Gene Expression,GRCh38,False,ADAM10_ENSG00000137845,NCBITaxon:9606,gene,674,protein_coding,ENSG00000137845
ADAM11,Gene Expression,GRCh38,False,ADAM11_ENSG00000073670,NCBITaxon:9606,gene,2858,protein_coding,ENSG00000073670
ADAM12,Gene Expression,GRCh38,False,ADAM12_ENSG00000148848,NCBITaxon:9606,gene,600,protein_coding,ENSG00000148848
ADAM15,Gene Expression,GRCh38,False,ADAM15_ENSG00000143537,NCBITaxon:9606,gene,1163,protein_coding,ENSG00000143537
ADAM17,Gene Expression,GRCh38,False,ADAM17_ENSG00000151694,NCBITaxon:9606,gene,3123,protein_coding,ENSG00000151694
ADAM18,Gene Expression,GRCh38,False,ADAM18_ENSG00000168619,NCBITaxon:9606,gene,1116,protein_coding,ENSG00000168619
ADAM19,Gene Expression,GRCh38,False,ADAM19_ENSG00000135074,NCBITaxon:9606,gene,2839,protein_coding,ENSG00000135074
ADAM2,Gene Expression,GRCh38,False,ADAM2_ENSG00000104755,NCBITaxon:9606,gene,2125,protein_coding,ENSG00000104755
ADAM20,Gene Expression,GRCh38,False,ADAM20_ENSG00000134007,NCBITaxon:9606,gene,2787,protein_coding,ENSG00000134007
ADAM21,Gene Expression,GRCh38,False,ADAM21_ENSG00000139985,NCBITaxon:9606,gene,2904,protein_coding,ENSG00000139985
ADAM22,Gene Expression,GRCh38,False,ADAM22_ENSG00000008277,NCBITaxon:9606,gene,2739,protein_coding,ENSG00000008277
ADAM23,Gene Expression,GRCh38,False,ADAM23_ENSG00000114948,NCBITaxon:9606,gene,2714,protein_coding,ENSG00000114948
ADAM28,Gene Expression,GRCh38,False,ADAM28_ENSG00000042980,NCBITaxon:9606,gene,684,protein_coding,ENSG00000042980
ADAM29,Gene Expression,GRCh38,False,ADAM29_ENSG00000168594,NCBITaxon:9606,gene,1529,protein_coding,ENSG00000168594
ADAM30,Gene Expression,GRCh38,False,ADAM30_ENSG00000134249,NCBITaxon:9606,gene,2983,protein_coding,ENSG00000134249
ADAM32,Gene Expression,GRCh38,False,ADAM32_ENSG00000197140,NCBITaxon:9606,gene,712,protein_coding,ENSG00000197140
ADAM33,Gene Expression,GRCh38,False,ADAM33_ENSG00000149451,NCBITaxon:9606,gene,3436,protein_coding,ENSG00000149451
ADAM7,Gene Expression,GRCh38,False,ADAM7_ENSG00000069206,NCBITaxon:9606,gene,2614,protein_coding,ENSG00000069206
ADAM7-AS1,Gene Expression,GRCh38,False,ADAM7-AS1,NCBITaxon:9606,gene,610,lncRNA,ENSG00000253535
ADAM7-AS2,Gene Expression,GRCh38,False,ADAM7-AS2,NCBITaxon:9606,gene,577,lncRNA,ENSG00000253643
ADAM8,Gene Expression,GRCh38,False,ADAM8_ENSG00000151651,NCBITaxon:9606,gene,818,protein_coding,ENSG00000151651
ADAM9,Gene Expression,GRCh38,False,ADAM9_ENSG00000168615,NCBITaxon:9606,gene,4147,protein_coding,ENSG00000168615
ADAMDEC1,Gene Expression,GRCh38,False,ADAMDEC1_ENSG00000134028,NCBITaxon:9606,gene,1983,protein_coding,ENSG00000134028
ADAMTS1,Gene Expression,GRCh38,False,ADAMTS1_ENSG00000154734,NCBITaxon:9606,gene,4449,protein_coding,ENSG00000154734
ADAMTS10,Gene Expression,GRCh38,False,ADAMTS10_ENSG00000142303,NCBITaxon:9606,gene,997,protein_coding,ENSG00000142303
ADAMTS12,Gene Expression,GRCh38,False,ADAMTS12_ENSG00000151388,NCBITaxon:9606,gene,1873,protein_coding,ENSG00000151388
ADAMTS13,Gene Expression,GRCh38,False,ADAMTS13_ENSG00000160323,NCBITaxon:9606,gene,3022,protein_coding,ENSG00000160323
ADAMTS14,Gene Expression,GRCh38,False,ADAMTS14_ENSG00000138316,NCBITaxon:9606,gene,5413,protein_coding,ENSG00000138316
ADAMTS15,Gene Expression,GRCh38,False,ADAMTS15_ENSG00000166106,NCBITaxon:9606,gene,6006,protein_coding,ENSG00000166106
ADAMTS16,Gene Expression,GRCh38,False,ADAMTS16_ENSG00000145536,NCBITaxon:9606,gene,2954,protein_coding,ENSG00000145536
ADAMTS16-DT,Gene Expression,GRCh38,False,ADAMTS16-DT,NCBITaxon:9606,gene,1981,lncRNA,ENSG00000250579
ADAMTS17,Gene Expression,GRCh38,False,ADAMTS17_ENSG00000140470,NCBITaxon:9606,gene,954,protein_coding,ENSG00000140470
ADAMTS18,Gene Expression,GRCh38,False,ADAMTS18_ENSG00000140873,NCBITaxon:9606,gene,626,protein_coding,ENSG00000140873
ADAMTS19,Gene Expression,GRCh38,False,ADAMTS19_ENSG00000145808,NCBITaxon:9606,gene,705,protein_coding,ENSG00000145808
ADAMTS19-AS1,Gene Expression,GRCh38,False,ADAMTS19-AS1,NCBITaxon:9606,gene,1944,lncRNA,ENSG00000249421
ADAMTS2,Gene Expression,GRCh38,False,ADAMTS2_ENSG00000087116,NCBITaxon:9606,gene,3406,protein_coding,ENSG00000087116
ADAMTS20,Gene Expression,GRCh38,False,ADAMTS20_ENSG00000173157,NCBITaxon:9606,gene,4633,protein_coding,ENSG00000173157
ADAMTS3,Gene Expression,GRCh38,False,ADAMTS3_ENSG00000156140,NCBITaxon:9606,gene,1002,protein_coding,ENSG00000156140
ADAMTS4,Gene Expression,GRCh38,False,ADAMTS4_ENSG00000158859,NCBITaxon:9606,gene,1961,protein_coding,ENSG00000158859
ADAMTS5,Gene Expression,GRCh38,False,ADAMTS5_ENSG00000154736,NCBITaxon:9606,gene,6607,protein_coding,ENSG00000154736
ADAMTS6,Gene Expression,GRCh38,False,ADAMTS6_ENSG00000049192,NCBITaxon:9606,gene,2032,protein_coding,ENSG00000049192
ADAMTS7,Gene Expression,GRCh38,False,ADAMTS7_ENSG00000136378,NCBITaxon:9606,gene,3178,protein_coding,ENSG00000136378
ADAMTS8,Gene Expression,GRCh38,False,ADAMTS8_ENSG00000134917,NCBITaxon:9606,gene,2939,protein_coding,ENSG00000134917
ADAMTS9,Gene Expression,GRCh38,False,ADAMTS9_ENSG00000163638,NCBITaxon:9606,gene,3019,protein_coding,ENSG00000163638
ADAMTS9-AS1,Gene Expression,GRCh38,False,ADAMTS9-AS1,NCBITaxon:9606,gene,822,lncRNA,ENSG00000241158
ADAMTS9-AS2,Gene Expression,GRCh38,False,ADAMTS9-AS2,NCBITaxon:9606,gene,2261,lncRNA,ENSG00000241684
ADAMTSL1,Gene Expression,GRCh38,False,ADAMTSL1_ENSG00000178031,NCBITaxon:9606,gene,1864,protein_coding,ENSG00000178031
ADAMTSL2,Gene Expression,GRCh38,False,ADAMTSL2_ENSG00000197859,NCBITaxon:9606,gene,3971,protein_coding,ENSG00000197859
ADAMTSL3,Gene Expression,GRCh38,False,ADAMTSL3_ENSG00000156218,NCBITaxon:9606,gene,1521,protein_coding,ENSG00000156218
ADAMTSL4,Gene Expression,GRCh38,False,ADAMTSL4_ENSG00000143382,NCBITaxon:9606,gene,3813,protein_coding,ENSG00000143382
ADAMTSL4-AS1,Gene Expression,GRCh38,False,ADAMTSL4-AS1,NCBITaxon:9606,gene,1914,lncRNA,ENSG00000203804
ADAMTSL4-AS2,Gene Expression,GRCh38,False,ADAMTSL4-AS2,NCBITaxon:9606,gene,665,lncRNA,ENSG00000237781
ADAMTSL5,Gene Expression,GRCh38,False,ADAMTSL5_ENSG00000185761,NCBITaxon:9606,gene,735,protein_coding,ENSG00000185761
ADAP1,Gene Expression,GRCh38,False,ADAP1_ENSG00000105963,NCBITaxon:9606,gene,742,protein_coding,ENSG00000105963
ADAP2,Gene Expression,GRCh38,False,ADAP2_ENSG00000184060,NCBITaxon:9606,gene,838,protein_coding,ENSG00000184060
ADAR,Gene Expression,GRCh38,False,ADAR_ENSG00000160710,NCBITaxon:9606,gene,6450,protein_coding,ENSG00000160710
ADARB1,Gene Expression,GRCh38,False,ADARB1_ENSG00000197381,NCBITaxon:9606,gene,3013,protein_coding,ENSG00000197381
ADARB2,Gene Expression,GRCh38,False,ADARB2_ENSG00000185736,NCBITaxon:9606,gene,768,protein_coding,ENSG00000185736
ADARB2-AS1,Gene Expression,GRCh38,False,ADARB2-AS1,NCBITaxon:9606,gene,625,lncRNA,ENSG00000205696
ADAT1,Gene Expression,GRCh38,False,ADAT1_ENSG00000065457,NCBITaxon:9606,gene,578,protein_coding,ENSG00000065457
ADAT2,Gene Expression,GRCh38,False,ADAT2_ENSG00000189007,NCBITaxon:9606,gene,6244,protein_coding,ENSG00000189007
ADAT3,Gene Expression,GRCh38,False,ADAT3_ENSG00000213638,NCBITaxon:9606,gene,1291,protein_coding,ENSG00000213638
ADCK1,Gene Expression,GRCh38,False,ADCK1_ENSG00000063761,NCBITaxon:9606,gene,1135,protein_coding,ENSG00000063761
ADCK2,Gene Expression,GRCh38,False,ADCK2_ENSG00000133597,NCBITaxon:9606,gene,1487,protein_coding,ENSG00000133597
ADCK5,Gene Expression,GRCh38,False,ADCK5_ENSG00000173137,NCBITaxon:9606,gene,810,protein_coding,ENSG00000173137
ADCY1,Gene Expression,GRCh38,False,ADCY1_ENSG00000164742,NCBITaxon:9606,gene,1647,protein_coding,ENSG00000164742
ADCY10,Gene Expression,GRCh38,False,ADCY10_ENSG00000143199,NCBITaxon:9606,gene,4966,protein_coding,ENSG00000143199
ADCY2,Gene Expression,GRCh38,False,ADCY2_ENSG00000078295,NCBITaxon:9606,gene,679,protein_coding,ENSG00000078295
ADCY3,Gene Expression,GRCh38,False,ADCY3_ENSG00000138031,NCBITaxon:9606,gene,894,protein_coding,ENSG00000138031
ADCY4,Gene Expression,GRCh38,False,ADCY4_ENSG00000129467,NCBITaxon:9606,gene,897,protein_coding,ENSG00000129467
ADCY5,Gene Expression,GRCh38,False,ADCY5_ENSG00000173175,NCBITaxon:9606,gene,3534,protein_coding,ENSG00000173175
ADCY6,Gene Expression,GRCh38,False,ADCY6_ENSG00000174233,NCBITaxon:9606,gene,1694,protein_coding,ENSG00000174233
ADCY6-DT,Gene Expression,GRCh38,False,ADCY6-DT,NCBITaxon:9606,gene,456,lncRNA,ENSG00000257660
ADCY7,Gene Expression,GRCh38,False,ADCY7_ENSG00000121281,NCBITaxon:9606,gene,1449,protein_coding,ENSG00000121281
ADCY8,Gene Expression,GRCh38,False,ADCY8_ENSG00000155897,NCBITaxon:9606,gene,3363,protein_coding,ENSG00000155897
ADCY9,Gene Expression,GRCh38,False,ADCY9_ENSG00000162104,NCBITaxon:9606,gene,697,protein_coding,ENSG00000162104
ADCYAP1,Gene Expression,GRCh38,False,ADCYAP1_ENSG00000141433,NCBITaxon:9606,gene,2585,protein_coding,ENSG00000141433
ADCYAP1R1,Gene Expression,GRCh38,False,ADCYAP1R1_ENSG00000078549,NCBITaxon:9606,gene,2454,protein_coding,ENSG00000078549
ADD1,Gene Expression,GRCh38,False,ADD1_ENSG00000087274,NCBITaxon:9606,gene,1332,protein_coding,ENSG00000087274
ADD2,Gene Expression,GRCh38,False,ADD2_ENSG00000075340,NCBITaxon:9606,gene,963,protein_coding,ENSG00000075340
ADD3,Gene Expression,GRCh38,False,ADD3_ENSG00000148700,NCBITaxon:9606,gene,631,protein_coding,ENSG00000148700
ADD3-AS1,Gene Expression,GRCh38,False,ADD3-AS1,NCBITaxon:9606,gene,1407,lncRNA,ENSG00000203876
ADGB,Gene Expression,GRCh38,False,ADGB_ENSG00000118492,NCBITaxon:9606,gene,1832,protein_coding,ENSG00000118492
ADGB-DT,Gene Expression,GRCh38,False,ADGB-DT,NCBITaxon:9606,gene,2190,lncRNA,ENSG00000237468
ADGRA1,Gene Expression,GRCh38,False,ADGRA1_ENSG00000197177,NCBITaxon:9606,gene,3851,protein_coding,ENSG00000197177
ADGRA1-AS1,Gene Expression,GRCh38,False,ADGRA1-AS1,NCBITaxon:9606,gene,2646,lncRNA,ENSG00000256925
ADGRA2,Gene Expression,GRCh38,False,ADGRA2_ENSG00000020181,NCBITaxon:9606,gene,6270,protein_coding,ENSG00000020181
ADGRA3,Gene Expression,GRCh38,False,ADGRA3_ENSG00000152990,NCBITaxon:9606,gene,682,protein_coding,ENSG00000152990
ADGRB1,Gene Expression,GRCh38,False,ADGRB1_ENSG00000181790,NCBITaxon:9606,gene,5903,protein_coding,ENSG00000181790
ADGRB2,Gene Expression,GRCh38,False,ADGRB2_ENSG00000121753,NCBITaxon:9606,gene,2936,protein_coding,ENSG00000121753
ADGRB3,Gene Expression,GRCh38,False,ADGRB3_ENSG00000135298,NCBITaxon:9606,gene,3748,protein_coding,ENSG00000135298
ADGRB3-DT,Gene Expression,GRCh38,False,ADGRB3-DT,NCBITaxon:9606,gene,937,lncRNA,ENSG00000230910
ADGRD1,Gene Expression,GRCh38,False,ADGRD1_ENSG00000111452,NCBITaxon:9606,gene,726,protein_coding,ENSG00000111452
ADGRD1-AS1,Gene Expression,GRCh38,False,ADGRD1-AS1,NCBITaxon:9606,gene,1157,lncRNA,ENSG00000256151
ADGRD2,Gene Expression,GRCh38,False,ADGRD2_ENSG00000180264,NCBITaxon:9606,gene,1608,protein_coding,ENSG00000180264
ADGRE1,Gene Expression,GRCh38,False,ADGRE1_ENSG00000174837,NCBITaxon:9606,gene,2627,protein_coding,ENSG00000174837
ADGRE2,Gene Expression,GRCh38,False,ADGRE2_ENSG00000127507,NCBITaxon:9606,gene,2193,protein_coding,ENSG00000127507
ADGRE3,Gene Expression,GRCh38,False,ADGRE3_ENSG00000131355,NCBITaxon:9606,gene,2099,protein_coding,ENSG00000131355
ADGRE5,Gene Expression,GRCh38,False,ADGRE5_ENSG00000123146,NCBITaxon:9606,gene,572,protein_coding,ENSG00000123146
ADGRF1,Gene Expression,GRCh38,False,ADGRF1_ENSG00000153292,NCBITaxon:9606,gene,1242,protein_coding,ENSG00000153292
ADGRF2,Gene Expression,GRCh38,False,ADGRF2,NCBITaxon:9606,gene,2127,transcribed_unitary_pseudogene,ENSG00000164393
ADGRF3,Gene Expression,GRCh38,False,ADGRF3_ENSG00000173567,NCBITaxon:9606,gene,3423,protein_coding,ENSG00000173567
ADGRF4,Gene Expression,GRCh38,False,ADGRF4_ENSG00000153294,NCBITaxon:9606,gene,3075,protein_coding,ENSG00000153294
ADGRF5,Gene Expression,GRCh38,False,ADGRF5_ENSG00000069122,NCBITaxon:9606,gene,3138,protein_coding,ENSG00000069122
ADGRF5-AS1,Gene Expression,GRCh38,False,ADGRF5-AS1,NCBITaxon:9606,gene,781,lncRNA,ENSG00000225730
ADGRG1,Gene Expression,GRCh38,False,ADGRG1_ENSG00000205336,NCBITaxon:9606,gene,586,protein_coding,ENSG00000205336
ADGRG2,Gene Expression,GRCh38,False,ADGRG2_ENSG00000173698,NCBITaxon:9606,gene,4684,protein_coding,ENSG00000173698
ADGRG3,Gene Expression,GRCh38,False,ADGRG3_ENSG00000182885,NCBITaxon:9606,gene,1215,protein_coding,ENSG00000182885
ADGRG4,Gene Expression,GRCh38,False,ADGRG4_ENSG00000156920,NCBITaxon:9606,gene,9820,protein_coding,ENSG00000156920
ADGRG5,Gene Expression,GRCh38,False,ADGRG5_ENSG00000159618,NCBITaxon:9606,gene,1656,protein_coding,ENSG00000159618
ADGRG6,Gene Expression,GRCh38,False,ADGRG6_ENSG00000112414,NCBITaxon:9606,gene,779,protein_coding,ENSG00000112414
ADGRG7,Gene Expression,GRCh38,False,ADGRG7_ENSG00000144820,NCBITaxon:9606,gene,1991,protein_coding,ENSG00000144820
ADGRL1,Gene Expression,GRCh38,False,ADGRL1_ENSG00000072071,NCBITaxon:9606,gene,702,protein_coding,ENSG00000072071
ADGRL1-AS1,Gene Expression,GRCh38,False,ADGRL1-AS1,NCBITaxon:9606,gene,686,lncRNA,ENSG00000267169
ADGRL2,Gene Expression,GRCh38,False,ADGRL2_ENSG00000117114,NCBITaxon:9606,gene,5209,protein_coding,ENSG00000117114
ADGRL3,Gene Expression,GRCh38,False,ADGRL3_ENSG00000150471,NCBITaxon:9606,gene,4843,protein_coding,ENSG00000150471
ADGRL3-AS1,Gene Expression,GRCh38,False,ADGRL3-AS1,NCBITaxon:9606,gene,511,lncRNA,ENSG00000248692
ADGRL4,Gene Expression,GRCh38,False,ADGRL4_ENSG00000162618,NCBITaxon:9606,gene,791,protein_coding,ENSG00000162618
ADGRV1,Gene Expression,GRCh38,False,ADGRV1_ENSG00000164199,NCBITaxon:9606,gene,1466,protein_coding,ENSG00000164199
ADH1A,Gene Expression,GRCh38,False,ADH1A_ENSG00000187758,NCBITaxon:9606,gene,1401,protein_coding,ENSG00000187758
ADH1B,Gene Expression,GRCh38,False,ADH1B_ENSG00000196616,NCBITaxon:9606,gene,3939,protein_coding,ENSG00000196616
ADH1C,Gene Expression,GRCh38,False,ADH1C_ENSG00000248144,NCBITaxon:9606,gene,726,protein_coding,ENSG00000248144
ADH4,Gene Expression,GRCh38,False,ADH4_ENSG00000198099,NCBITaxon:9606,gene,708,protein_coding,ENSG00000198099
ADH5,Gene Expression,GRCh38,False,ADH5_ENSG00000197894,NCBITaxon:9606,gene,786,protein_coding,ENSG00000197894
ADH6,Gene Expression,GRCh38,False,ADH6_ENSG00000172955,NCBITaxon:9606,gene,927,protein_coding,ENSG00000172955
ADH7,Gene Expression,GRCh38,False,ADH7_ENSG00000196344,NCBITaxon:9606,gene,1372,protein_coding,ENSG00000196344
ADHFE1,Gene Expression,GRCh38,False,ADHFE1_ENSG00000147576,NCBITaxon:9606,gene,994,protein_coding,ENSG00000147576
ADI1,Gene Expression,GRCh38,False,ADI1_ENSG00000182551,NCBITaxon:9606,gene,2181,protein_coding,ENSG00000182551
